R1, R2, C1, C2
E6, CB, F3, 7E
F6, E5, F3, 7F
7A, 97, F3, 80
15, 17, F3, 81
69, A5, F3, 82
8E, FD, F3, 83
6E, 12, F3, 84
B1, 43, F3, 85
4A, 64, F3, 86
96, D0, F3, 87
47, 3C, F3, 88
F8, 1E, F3, 89
3, D2, F3, 8A
7A, A9, F3, 8B
15, 44, F3, 8C
6A, 58, F3, 8D
94, C2, F3, 8E
6E, 39, F3, 8F
B0, 28, F3, 90
41, D1, F3, 91
C2, E7, F3, 92
47, 65, F3, 93
FB, B5, F3, 94
1C, DF, F3, 95
7A, BB, F3, 96
15, 91, F3, 97
6F, 13, F3, 98
BA, D7, F3, 99
6E, 4, F3, 9A
B0, 8D, F3, 9B
47, 4A, F3, 9C
FE, FA, F3, 9D
47, 4E, F3, 9E
FA, C8, F3, 9F
29, C4, F3, A0
7A, 99, F3, A1
14, 2E, F3, A2
61, C6, F3, A3
C0, DC, F3, A4
6E, 77, F3, A5
B3, 52, F3, A6
5A, C7, F3, A7
2A, F1, F3, A8
47, E7, F3, A9
FC, 1F, F3, AA
22, B1, F3, AB
7A, EF, F3, AC
14, 2B, F3, AD
62, F9, F3, AE
D6, A1, F3, AF
6E, 26, F3, B0
B2, 57, F3, B1
50, 30, F3, B2
46, 84, F3, B3
47, 98, F3, B4
FF, F2, F3, B5
3F, BE, F3, B6
7A, F9, F3, B7
14, 88, F3, B8
67, 2C, F3, B9
FC, B6, F3, BA
6E, 25, F3, BB
B2, 9C, F3, BC
57, AD, F3, BD
72, 9B, F3, BE
47, A9, F3, BF
F1, 49, F3, C0
48, AB, F3, C1
7A, 9B, F3, C2
17, 45, F3, C3
78, 67, F3, C4
2, BB, F3, C5
6E, D0, F3, C6
B5, 21, F3, C7
6D, 26, F3, C8
AE, AF, F3, C9
46, 4A, F3, CA
F0, 1C, F3, CB
45, 90, F3, CC
7A, A9, F3, CD
17, 12, F3, CE
7A, 9A, F3, CF
28, 80, F3, D0
6E, CB, F3, D1
B4, 46, F3, D2
60, 93, F3, D3
DA, A4, F3, D4
46, 3B, F3, D5
F3, B3, F3, D6
5E, 9D, F3, D7
7A, B7, F3, D8
17, BF, F3, D9
7F, CD, F3, DA
3E, 95, F3, DB
6E, CA, F3, DC
B4, AB, F3, DD
66, C, F3, DE
F6, B9, F3, DF
46, F4, F3, E0
F5, 46, F3, E1
6B, 8A, F3, E2
7A, 99, F3, E3
16, 5C, F3, E4
70, 0, F3, E5
44, 9A, F3, E6
6E, B1, F3, E7
B7, F0, F3, E8
7D, 79, F3, E9
22, 4E, F3, EA
46, 2D, F3, EB
F4, 1D, F3, EC
64, 77, F3, ED
7A, 6B, F3, EE
16, F9, F3, EF
75, BB, F3, F0
6A, 6F, F3, F1
6E, 6C, F3, F2
B6, B5, F3, F3
73, F2, F3, F4
5E, 43, F3, F5
46, 56, F3, F6
F7, 70, F3, F7
71, 7C, F3, F8
7A, 69, F3, F9
16, 46, F3, FA
77, 6E, F3, FB
70, 74, F3, FC
6E, 6F, F3, FD
B6, 7A, F3, FE
76, 6F, F3, FF
5A, 94, F4, 0
A, A6, F4, 1
88, 6D, F4, 2
7E, 99, F4, 3
2A, BC, F4, 4
8B, E1, F4, 5
87, 75, F4, 6
62, 91, F4, 7
CA, 10, F4, 8
8E, 5A, F4, 9
A1, 71, F4, A
5A, 8D, F4, B
B, 3D, F4, C
87, 50, F4, D
7E, AB, F4, E
2A, D9, F4, F
8E, 9A, F4, 10
A9, 40, F4, 11
62, 8C, F4, 12
CB, 95, F4, 13
80, D1, F4, 14
DD, 7C, F4, 15
5A, F6, F4, 16
8, 50, F4, 17
92, 5B, F4, 18
7E, A9, F4, 19
2A, 66, F4, 1A
8C, 4F, F4, 1B
B3, 5B, F4, 1C
62, 8F, F4, 1D
CB, 5A, F4, 1E
85, 4C, F4, 1F
9, 67, F4, 20
5A, 3F, F4, 21
E, E7, F4, 22
A9, 4E, F4, 23
7E, 9F, F4, 24
2B, 93, F4, 25
83, 0, F4, 26
C5, 56, F4, 27
62, EE, F4, 28
C8, 5F, F4, 29
9F, BB, F4, 2A
25, 12, F4, 2B
5A, 70, F4, 2C
F, 7A, F4, 2D
A4, 31, F4, 2E
7E, E9, F4, 2F
2B, 40, F4, 30
86, B5, F4, 31
EF, 21, F4, 32
62, AD, F4, 33
C9, 84, F4, 34
90, 36, F4, 35
51, 1D, F4, 36
5A, 11, F4, 37
D, D1, F4, 38
B3, 24, F4, 39
7E, EB, F4, 3A
2B, D, F4, 3B
85, EE, F4, 3C
F1, 3C, F4, 3D
62, A8, F4, 3E
C9, 29, F4, 3F
AA, AD, F4, 40
8D, 9, F4, 41
5B, D2, F4, 42
2, A4, F4, 43
CE, 2F, F4, 44
7E, 99, F4, 45
28, EA, F4, 46
9B, 23, F4, 47
1B, 37, F4, 48
62, 73, F4, 49
CE, 4E, F4, 4A
AF, 18, F4, 4B
B9, 32, F4, 4C
5B, D3, F4, 4D
3, 3B, F4, 4E
C5, 12, F4, 4F
7E, B7, F4, 50
28, 67, F4, 51
9E, 54, F4, 52
2D, 2, F4, 53
62, 42, F4, 54
CF, B3, F4, 55
A1, 97, F4, 56
D5, 3F, F4, 57
5B, 8C, F4, 58
1, CE, F4, 59
D0, 5, F4, 5A
7E, A9, F4, 5B
28, 14, F4, 5C
9D, 89, F4, 5D
37, 1D, F4, 5E
62, 49, F4, 5F
CC, F8, F4, 60
BA, 2, F4, 61
1, 28, F4, 62
5B, 75, F4, 63
6, 65, F4, 64
EF, 8, F4, 65
7E, 9B, F4, 66
29, C1, F4, 67
90, C2, F4, 68
59, E8, F4, 69
62, D4, F4, 6A
CC, BD, F4, 6B
BC, 79, F4, 6C
3D, D5, F4, 6D
5B, BE, F4, 6E
7, F8, F4, 6F
FA, F3, F4, 70
7E, 79, F4, 71
29, 9E, F4, 72
96, F7, F4, 73
63, E3, F4, 74
62, E7, F4, 75
CD, 62, F4, 76
B1, F4, F4, 77
69, DE, F4, 78
5B, F7, F4, 79
5, 4F, F4, 7A
F1, E6, F4, 7B
7E, 6F, F4, 7C
29, FB, F4, 7D
95, A8, F4, 7E
75, FE, F4, 7F
63, 16, F4, 80
C2, 7, F4, 81
CB, 63, F4, 82
85, C8, F4, 83
58, 8, F4, 84
1A, A2, F4, 85
C, E9, F4, 86
7E, 99, F4, 87
2E, 58, F4, 88
A8, 5D, F4, 89
9F, C8, F4, 8A
63, 35, F4, 8B
C2, EC, F4, 8C
CC, DE, F4, 8D
B1, F7, F4, 8E
58, 19, F4, 8F
18, 39, F4, 90
1B, DC, F4, 91
7E, BB, F4, 92
2E, B5, F4, 93
AF, 16, F4, 94
A1, C5, F4, 95
63, 0, F4, 96
C3, 51, F4, 97
C6, 55, F4, 98
ED, E2, F4, 99
58, 5A, F4, 9A
19, 4C, F4, 9B
16, C7, F4, 9C
7E, A9, F4, 9D
2E, C2, F4, 9E
AD, CB, F4, 9F
CB, DE, F4, A0
63, 7B, F4, A1
C0, 16, F4, A2
DB, C0, F4, A3
19, E9, F4, A4
58, AB, F4, A5
1E, E3, F4, A6
2D, CA, F4, A7
7E, 97, F4, A8
2F, F, F4, A9
A0, FC, F4, AA
DD, AB, F4, AB
63, 1A, F4, AC
C0, 9B, F4, AD
DD, 3F, F4, AE
35, 94, F4, AF
58, 84, F4, B0
1C, 76, F4, B1
38, BD, F4, B2
7E, F9, F4, B3
2F, EC, F4, B4
A7, 31, F4, B5
E7, A4, F4, B6
63, 21, F4, B7
C1, C0, F4, B8
D6, AA, F4, B9
61, 83, F4, BA
58, BD, F4, BB
1D, CD, F4, BC
37, A0, F4, BD
7E, EB, F4, BE
2F, A9, F4, BF
BA, 6A, F4, C0
9, B1, F4, C1
63, DC, F4, C2
C6, 65, F4, C3
E8, 21, F4, C4
9D, 8F, F4, C5
59, 46, F4, C6
12, A0, F4, C7
42, AB, F4, C8
7E, A9, F4, C9
2C, 36, F4, CA
B8, 9F, F4, CB
13, 8A, F4, CC
2B, 0, F4, CD
C6, 8A, F4, CE
ED, 9C, F4, CF
C9, B4, F4, D0
59, 2F, F4, D1
10, 37, F4, D2
59, 9E, F4, D3
7E, BF, F4, D4
2C, C3, F4, D5
BF, D0, F4, D6
25, 87, F4, D7
63, DE, F4, D8
C7, EF, F4, D9
E7, B, F4, DA
E5, A1, F4, DB
59, 0, F4, DC
11, CA, F4, DD
54, 81, F4, DE
7E, A9, F4, DF
2D, 70, F4, E0
B2, 5, F4, E1
4F, 90, F4, E2
63, BD, F4, E3
C4, 34, F4, E4
F8, 86, F4, E5
11, AE, F4, E6
59, E1, F4, E7
17, 61, F4, E8
63, 74, F4, E9
7E, 6B, F4, EA
2D, DD, F4, EB
B1, BE, F4, EC
51, 6D, F4, ED
63, 58, F4, EE
C4, 79, F4, EF
F2, FD, F4, F0
4D, 5B, F4, F1
59, 42, F4, F2
14, F4, F4, F3
7E, 7F, F4, F4
7E, 79, F4, F5
2D, 3A, F4, F6
B7, 73, F4, F7
7B, 66, F4, F8
63, 63, F4, F9
C5, 3E, F4, FA
F7, 68, F4, FB
79, 40, F4, FC
59, 63, F4, FD
15, 4B, F4, FE
75, 62, F4, FF
23, 90, F5, 0
CB, E5, F5, 1
8E, 73, F5, 2
61, 9D, F5, 3
DB, D4, F5, 4
9, 66, F5, 5
90, 49, F5, 6
5F, 81, F5, 7
2A, 81, F5, 8
82, 55, F5, 9
7E, AB, F5, A
23, FD, F5, B
C8, 9E, F5, C
90, 4E, F5, D
61, B8, F5, E
DB, 59, F5, F
3, DD, F5, 10
CC, 7C, F5, 11
5F, E2, F5, 12
29, D4, F5, 13
9F, 5E, F5, 14
7E, B9, F5, 15
23, 1A, F5, 16
CE, 53, F5, 17
BA, 45, F5, 18
61, 83, F5, 19
DA, 1E, F5, 1A
6, 48, F5, 1B
F8, 67, F5, 1C
5F, C3, F5, 1D
28, 6B, F5, 1E
94, 43, F5, 1F
7E, 97, F5, 20
22, B7, F5, 21
C3, 4, F5, 22
CC, 50, F5, 23
61, F2, F5, 24
D9, E3, F5, 25
18, C7, F5, 26
14, 6A, F5, 27
5F, 1C, F5, 28
2E, FE, F5, 29
A1, 34, F5, 2A
7E, E9, F5, 2B
22, A4, F5, 2C
C0, B9, F5, 2D
D6, 2F, F5, 2E
61, 99, F5, 2F
D8, C8, F5, 30
13, 32, F5, 31
40, 1D, F5, 32
5F, 5, F5, 33
2D, 55, F5, 34
BE, 39, F5, 35
7E, FB, F5, 36
22, 71, F5, 37
C5, F2, F5, 38
F8, 3A, F5, 39
61, A4, F5, 3A
D8, 6D, F5, 3B
15, A9, F5, 3C
7C, 0, F5, 3D
5F, 2E, F5, 3E
2C, 28, F5, 3F
CB, 22, F5, 40
7E, 99, F5, 41
21, CE, F5, 42
DB, 27, F5, 43
2, 31, F5, 44
61, 57, F5, 45
DF, B2, F5, 46
28, 24, F5, 47
A8, A, F5, 48
5E, C7, F5, 49
22, BF, F5, 4A
C0, 17, F5, 4B
7E, AF, F5, 4C
21, 8B, F5, 4D
D8, 58, F5, 4E
14, C, F5, 4F
61, 46, F5, 50
DE, F7, F5, 51
22, 93, F5, 52
C4, 3F, F5, 53
5E, B8, F5, 54
21, 52, F5, 55
DD, 18, F5, 56
7E, B9, F5, 57
21, 28, F5, 58
DD, 8D, F5, 59
3E, 1B, F5, 5A
61, 45, F5, 5B
DE, 3C, F5, 5C
25, E, F5, 5D
F0, 20, F5, 5E
5E, 89, F5, 5F
27, E9, F5, 60
EA, D, F5, 61
7E, 9B, F5, 62
20, E5, F5, 63
D2, C6, F5, 64
40, 16, F5, 65
61, 30, F5, 66
DD, 81, F5, 67
3F, 85, F5, 68
2C, D5, F5, 69
5E, AA, F5, 6A
26, 7C, F5, 6B
E7, F6, F5, 6C
7E, 69, F5, 6D
20, 72, F5, 6E
D0, FB, F5, 6F
6A, ED, F5, 70
61, EB, F5, 71
DC, 26, F5, 72
32, F0, F5, 73
58, DE, F5, 74
5E, DB, F5, 75
25, D3, F5, 76
FC, FB, F5, 77
7E, 77, F5, 78
20, DF, F5, 79
D5, AC, F5, 7A
7C, F8, F5, 7B
61, EA, F5, 7C
DC, CB, F5, 7D
34, 6F, F5, 7E
74, C3, F5, 7F
5D, 14, F5, 80
3B, 26, F5, 81
9, EC, F5, 82
7E, 99, F5, 83
27, 3C, F5, 84
EA, 61, F5, 85
86, F6, F5, 86
60, 11, F5, 87
D3, 90, F5, 88
4F, DA, F5, 89
A0, F7, F5, 8A
5D, D, F5, 8B
3A, BD, F5, 8C
6, D1, F5, 8D
7E, AB, F5, 8E
27, 59, F5, 8F
EF, 1A, F5, 90
A8, C3, F5, 91
60, C, F5, 92
D2, 15, F5, 93
41, 51, F5, 94
DC, FA, F5, 95
5D, 76, F5, 96
39, D0, F5, 97
13, DA, F5, 98
7E, A9, F5, 99
27, E6, F5, 9A
ED, CF, F5, 9B
B2, D8, F5, 9C
60, F, F5, 9D
D2, DA, F5, 9E
44, CC, F5, 9F
8, E1, F5, A0
5D, BF, F5, A1
3F, 67, F5, A2
28, CF, F5, A3
7E, 9F, F5, A4
26, 13, F5, A5
E2, 80, F5, A6
C4, D5, F5, A7
60, 6E, F5, A8
D1, DF, F5, A9
5E, 3B, F5, AA
24, 94, F5, AB
5D, F0, F5, AC
3E, FA, F5, AD
25, B0, F5, AE
7E, E9, F5, AF
26, C0, F5, B0
E7, 35, F5, B1
EE, A2, F5, B2
60, 2D, F5, B3
D0, 4, F5, B4
51, B6, F5, B5
50, 9B, F5, B6
5D, 91, F5, B7
3C, 51, F5, B8
32, A5, F5, B9
7E, EB, F5, BA
26, 8D, F5, BB
E4, 6E, F5, BC
F0, BF, F5, BD
60, 28, F5, BE
D0, A9, F5, BF
6B, 2D, F5, C0
8C, 8F, F5, C1
5C, 52, F5, C2
33, 24, F5, C3
4F, AE, F5, C4
7E, 99, F5, C5
25, 6A, F5, C6
FA, A3, F5, C7
1A, B4, F5, C8
60, F3, F5, C9
D7, CE, F5, CA
6E, 98, F5, CB
B8, B4, F5, CC
5C, 53, F5, CD
32, BB, F5, CE
44, 93, F5, CF
7E, B7, F5, D0
25, E7, F5, D1
FF, D4, F5, D2
2C, 81, F5, D3
60, C2, F5, D4
D6, 33, F5, D5
60, 17, F5, D6
D4, B9, F5, D7
5C, C, F5, D8
30, 4E, F5, D9
51, 84, F5, DA
7E, A9, F5, DB
25, 94, F5, DC
FC, 9, F5, DD
36, 9E, F5, DE
60, C9, F5, DF
D5, 78, F5, E0
7B, 82, F5, E1
0, AE, F5, E2
5C, F5, F5, E3
37, E5, F5, E4
6E, 89, F5, E5
7E, 9B, F5, E6
24, 41, F5, E7
F1, 42, F5, E8
58, 6B, F5, E9
60, 54, F5, EA
D5, 3D, F5, EB
7D, F9, F5, EC
3C, 53, F5, ED
5C, 3E, F5, EE
36, 78, F5, EF
7B, 72, F5, F0
7E, 79, F5, F1
24, 1E, F5, F2
F7, 77, F5, F3
62, 60, F5, F4
60, 67, F5, F5
D4, E2, F5, F6
70, 74, F5, F7
68, 58, F5, F8
5C, 77, F5, F9
34, CF, F5, FA
70, 67, F5, FB
7E, 6F, F5, FC
24, 7B, F5, FD
F4, 28, F5, FE
74, 7D, F5, FF
EC, 98, F6, 0
8C, 63, F6, 1
87, 41, F6, 2
54, 95, F6, 3
4C, 5, F6, 4
89, 6A, F6, 5
7A, 9B, F6, 6
3C, A1, F6, 7
E, A2, F6, 8
9F, 4C, F6, 9
60, B4, F6, A
EC, 1D, F6, B
8A, D8, F6, C
BB, 7C, F6, D
54, 9E, F6, E
4D, 58, F6, F
9C, 51, F6, 10
7A, B9, F6, 11
3C, 3E, F6, 12
8, 57, F6, 13
A5, 47, F6, 14
60, 87, F6, 15
ED, C2, F6, 16
87, 55, F6, 17
EF, 77, F6, 18
54, D7, F6, 19
4F, EF, F6, 1A
97, 44, F6, 1B
7A, AF, F6, 1C
3C, 5B, F6, 1D
B, 8, F6, 1E
B3, 5A, F6, 1F
60, F6, F6, 20
EE, A7, F6, 21
9D, C2, F6, 22
3, 62, F6, 23
54, 28, F6, 24
48, 2, F6, 25
AA, 4B, F6, 26
7A, 99, F6, 27
3D, F8, F6, 28
6, BD, F6, 29
D9, 2D, F6, 2A
60, 95, F6, 2B
EE, C, F6, 2C
9A, 3F, F6, 2D
37, 1D, F6, 2E
54, 79, F6, 2F
4A, D9, F6, 30
BD, 3E, F6, 31
7A, FB, F6, 32
3D, 55, F6, 33
1, F6, F6, 34
E7, 20, F6, 35
60, A0, F6, 36
EF, B1, F6, 37
90, B4, F6, 38
6B, 8, F6, 39
54, 3A, F6, 3A
4B, AC, F6, 3B
B0, 25, F6, 3C
7A, E9, F6, 3D
3D, 22, F6, 3E
3, 2B, F6, 3F
D, 3B, F6, 40
60, 5B, F6, 41
E8, F6, F6, 42
AD, 21, F6, 43
9F, 2, F6, 44
55, CB, F6, 45
44, 3, F6, 46
CB, 28, F6, 47
7A, 97, F6, 48
3E, AF, F6, 49
1E, 5C, F6, 4A
1B, E, F6, 4B
60, 7A, F6, 4C
E8, 3B, F6, 4D
AB, 9E, F6, 4E
B3, 3F, F6, 4F
55, A4, F6, 50
46, D6, F6, 51
DE, 1F, F6, 52
7A, B9, F6, 53
3E, 4C, F6, 54
19, 91, F6, 55
21, 1, F6, 56
60, 41, F6, 57
E9, 60, F6, 58
A0, B, F6, 59
E7, 28, F6, 5A
55, 9D, F6, 5B
47, 6D, F6, 5C
D1, 2, F6, 5D
7A, AB, F6, 5E
3E, 9, F6, 5F
14, CA, F6, 60
4F, 14, F6, 61
60, 3C, F6, 62
EA, C5, F6, 63
BE, 80, F6, 64
1B, 25, F6, 65
55, 66, F6, 66
40, 0, F6, 67
E4, 9, F6, 68
7A, 69, F6, 69
3F, 56, F6, 6A
16, FF, F6, 6B
55, EF, F6, 6C
60, DF, F6, 6D
EA, EA, F6, 6E
BB, FD, F6, 6F
4F, DE, F6, 70
55, CF, F6, 71
42, 57, F6, 72
FF, FC, F6, 73
7A, 7F, F6, 74
3F, A3, F6, 75
11, B0, F6, 76
63, E2, F6, 77
60, FE, F6, 78
EB, 8F, F6, 79
B1, 6A, F6, 7A
63, CB, F6, 7B
55, E0, F6, 7C
43, AA, F6, 7D
F2, E3, F6, 7E
7A, 69, F6, 7F
38, 10, F6, 80
2C, 65, F6, 81
89, F4, F6, 82
61, 1D, F6, 83
E4, 54, F6, 84
CE, E7, F6, 85
97, C7, F6, 86
56, 1, F6, 87
5D, 1, F6, 88
5, D6, F6, 89
7A, AB, F6, 8A
38, 7D, F6, 8B
2F, 1E, F6, 8C
97, C9, F6, 8D
61, 38, F6, 8E
E4, D9, F6, 8F
C4, 5C, F6, 90
CB, F2, F6, 91
56, 62, F6, 92
5E, 54, F6, 93
18, DD, F6, 94
7A, B9, F6, 95
38, 9A, F6, 96
29, D3, F6, 97
BD, C2, F6, 98
61, 3, F6, 99
E5, 9E, F6, 9A
C1, C9, F6, 9B
FF, E9, F6, 9C
56, 43, F6, 9D
5F, EB, F6, 9E
13, C0, F6, 9F
7A, 97, F6, A0
39, 37, F6, A1
24, 84, F6, A2
CB, D7, F6, A3
61, 72, F6, A4
E6, 63, F6, A5
DF, 46, F6, A6
13, E4, F6, A7
56, 9C, F6, A8
59, 7E, F6, A9
26, B7, F6, AA
7A, E9, F6, AB
39, 24, F6, AC
27, 39, F6, AD
D1, A8, F6, AE
61, 19, F6, AF
E7, 48, F6, B0
D4, B3, F6, B1
47, 93, F6, B2
56, 85, F6, B3
5A, D5, F6, B4
39, BA, F6, B5
7A, FB, F6, B6
39, F1, F6, B7
22, 72, F6, B8
FF, BD, F6, B9
61, 24, F6, BA
E7, ED, F6, BB
D2, 28, F6, BC
7B, 8E, F6, BD
56, AE, F6, BE
5B, A8, F6, BF
4C, A1, F6, C0
7A, 99, F6, C1
3A, 4E, F6, C2
3C, A7, F6, C3
5, B6, F6, C4
61, D7, F6, C5
E0, 32, F6, C6
EF, A5, F6, C7
AF, 84, F6, C8
57, 47, F6, C9
55, 3F, F6, CA
47, 94, F6, CB
7A, AF, F6, CC
3A, B, F6, CD
3F, D8, F6, CE
13, 8B, F6, CF
61, C6, F6, D0
E1, 77, F6, D1
E5, 12, F6, D2
C3, B1, F6, D3
57, 38, F6, D4
56, D2, F6, D5
5A, 9B, F6, D6
7A, B9, F6, D7
3A, A8, F6, D8
3A, D, F6, D9
39, 9C, F6, DA
61, C5, F6, DB
E1, BC, F6, DC
E2, 8F, F6, DD
F7, AE, F6, DE
57, 9, F6, DF
50, 69, F6, E0
6D, 8E, F6, E1
7A, 9B, F6, E2
3B, 65, F6, E3
35, 46, F6, E4
47, 91, F6, E5
61, B0, F6, E6
E2, 1, F6, E7
F8, 4, F6, E8
2B, 5B, F6, E9
57, 2A, F6, EA
51, FC, F6, EB
60, 75, F6, EC
7A, 69, F6, ED
3B, F2, F6, EE
37, 7B, F6, EF
6D, 6A, F6, F0
61, 6B, F6, F1
E3, A6, F6, F2
F5, 71, F6, F3
5F, 50, F6, F4
57, 5B, F6, F5
52, 53, F6, F6
7B, 78, F6, F7
7A, 77, F6, F8
3B, 5F, F6, F9
32, 2C, F6, FA
7B, 7F, F6, FB
61, 6A, F6, FC
E3, 4B, F6, FD
F3, EE, F6, FE
73, 4D, F6, FF
6D, 89, F7, 0
8C, 6F, F7, 1
7A, 9B, F7, 2
35, 85, F7, 3
4C, A6, F7, 4
86, 72, F7, 5
63, 90, F7, 6
FD, E1, F7, 7
9, E4, F7, 8
AA, 7C, F7, 9
51, 8A, F7, A
6C, DC, F7, B
81, 54, F7, C
7A, A9, F7, D
35, D2, F7, E
4E, 5B, F7, F
AC, 49, F7, 10
63, 8B, F7, 11
FC, 86, F7, 12
4, 51, F7, 13
DE, 77, F7, 14
51, FB, F7, 15
6F, 73, F7, 16
9A, 59, F7, 17
7A, B7, F7, 18
35, 7F, F7, 19
4B, C, F7, 1A
BA, 5C, F7, 1B
63, 8A, F7, 1C
FC, 6B, F7, 1D
2, CE, F7, 1E
F2, 6A, F7, 1F
51, 34, F7, 20
69, 86, F7, 21
AF, 4E, F7, 22
7A, 99, F7, 23
34, 9C, F7, 24
44, C1, F7, 25
C0, 53, F7, 26
63, F1, F7, 27
FF, 30, F7, 28
19, 3B, F7, 29
26, 1D, F7, 2A
51, 6D, F7, 2B
68, 5D, F7, 2C
A0, 33, F7, 2D
7A, EB, F7, 2E
34, B9, F7, 2F
41, FA, F7, 30
EE, 26, F7, 31
63, AC, F7, 32
FE, F5, F7, 33
17, B0, F7, 34
5A, 10, F7, 35
51, 16, F7, 36
6B, 30, F7, 37
B5, 38, F7, 38
7A, E9, F7, 39
34, 6, F7, 3A
43, 2F, F7, 3B
F4, 3D, F7, 3C
63, AF, F7, 3D
FE, 3A, F7, 3E
12, 2D, F7, 3F
8E, A, F7, 40
50, DF, F7, 41
65, 87, F7, 42
CE, 2D, F7, 43
7A, 9F, F7, 44
37, F3, F7, 45
5C, 60, F7, 46
2, 30, F7, 47
63, 4E, F7, 48
F9, 7F, F7, 49
28, 9A, F7, 4A
A2, 3F, F7, 4B
50, D0, F7, 4C
64, 5A, F7, 4D
C3, 12, F7, 4E
7A, A9, F7, 4F
37, 60, F7, 50
59, 95, F7, 51
28, 7, F7, 52
63, 4D, F7, 53
F8, A4, F7, 54
27, 17, F7, 55
D6, 30, F7, 56
50, B1, F7, 57
66, F1, F7, 58
D4, 7, F7, 59
7A, AB, F7, 5A
37, 2D, F7, 5B
5A, CE, F7, 5C
36, 1A, F7, 5D
63, 48, F7, 5E
F8, 9, F7, 5F
3D, 8C, F7, 60
A, 25, F7, 61
50, 72, F7, 62
61, 84, F7, 63
E9, C, F7, 64
7A, 99, F7, 65
36, CA, F7, 66
54, 3, F7, 67
5C, 11, F7, 68
63, D3, F7, 69
FB, AE, F7, 6A
38, F9, F7, 6B
3E, DE, F7, 6C
50, B3, F7, 6D
60, DB, F7, 6E
E2, F1, F7, 6F
7A, 77, F7, 70
36, 87, F7, 71
51, B4, F7, 72
6A, E4, F7, 73
63, E2, F7, 74
FA, 53, F7, 75
36, 76, F7, 76
52, D3, F7, 77
50, EC, F7, 78
62, 2E, F7, 79
F7, E6, F7, 7A
7A, 69, F7, 7B
36, F4, F7, 7C
52, 69, F7, 7D
70, FB, F7, 7E
63, E9, F7, 7F
F5, 18, F7, 80
4D, E3, F7, 81
86, C7, F7, 82
53, 15, F7, 83
7D, 85, F7, 84
8, EB, F7, 85
7A, 9B, F7, 86
31, 21, F7, 87
6F, 22, F7, 88
9E, CF, F7, 89
62, 34, F7, 8A
F5, 9D, F7, 8B
4B, 58, F7, 8C
BA, FA, F7, 8D
53, 1E, F7, 8E
7C, D8, F7, 8F
1D, D0, F7, 90
7A, B9, F7, 91
31, BE, F7, 92
69, D7, F7, 93
A4, C4, F7, 94
62, 7, F7, 95
F4, 42, F7, 96
46, D5, F7, 97
EE, F1, F7, 98
53, 57, F7, 99
7E, 6F, F7, 9A
16, C5, F7, 9B
7A, AF, F7, 9C
31, DB, F7, 9D
6A, 88, F7, 9E
B2, D9, F7, 9F
62, 76, F7, A0
F7, 27, F7, A1
5C, 42, F7, A2
2, E4, F7, A3
53, A8, F7, A4
79, 82, F7, A5
2B, CA, F7, A6
7A, 99, F7, A7
30, 78, F7, A8
67, 3D, F7, A9
D8, AE, F7, AA
62, 15, F7, AB
F7, 8C, F7, AC
5B, BF, F7, AD
36, 9B, F7, AE
53, F9, F7, AF
7B, 59, F7, B0
3C, BF, F7, B1
7A, FB, F7, B2
30, D5, F7, B3
60, 76, F7, B4
E6, A3, F7, B5
62, 20, F7, B6
F6, 31, F7, B7
51, 34, F7, B8
6A, 8E, F7, B9
53, BA, F7, BA
7A, 2C, F7, BB
31, A4, F7, BC
7A, E9, F7, BD
30, A2, F7, BE
62, AB, F7, BF
C, B8, F7, C0
62, DB, F7, C1
F1, 76, F7, C2
6C, A1, F7, C3
9E, 84, F7, C4
52, 4B, F7, C5
75, 83, F7, C6
4A, A9, F7, C7
7A, 97, F7, C8
33, 2F, F7, C9
7F, DC, F7, CA
1A, 8D, F7, CB
62, FA, F7, CC
F1, BB, F7, CD
6A, 1E, F7, CE
B2, B9, F7, CF
52, 24, F7, D0
77, 56, F7, D1
5F, 9E, F7, D2
7A, B9, F7, D3
33, CC, F7, D4
78, 11, F7, D5
20, 82, F7, D6
62, C1, F7, D7
F0, E0, F7, D8
61, 8B, F7, D9
E6, AE, F7, DA
52, 1D, F7, DB
76, ED, F7, DC
50, 83, F7, DD
7A, AB, F7, DE
33, 89, F7, DF
75, 4A, F7, E0
4E, 97, F7, E1
62, BC, F7, E2
F3, 45, F7, E3
7F, 0, F7, E4
1A, A3, F7, E5
52, E6, F7, E6
71, 80, F7, E7
65, 88, F7, E8
7A, 69, F7, E9
32, D6, F7, EA
77, 7F, F7, EB
54, 6C, F7, EC
62, 5F, F7, ED
F3, 6A, F7, EE
7A, 7D, F7, EF
4E, 58, F7, F0
52, 4F, F7, F1
73, D7, F7, F2
7E, 7D, F7, F3
7A, 7F, F7, F4
32, 23, F7, F5
70, 30, F7, F6
62, 61, F7, F7
62, 7E, F7, F8
F2, F, F7, F9
70, EA, F7, FA
62, 4D, F7, FB
52, 60, F7, FC
72, 2A, F7, FD
73, 62, F7, FE
7A, 69, F7, FF
8E, A9, F8, 0
8D, 68, F8, 1
7E, 9C, F8, 2
E, A5, F8, 3
8C, E7, F8, 4
99, 7C, F8, 5
6E, 86, F8, 6
8E, 61, F8, 7
86, 67, F8, 8
76, A9, F8, 9
4E, F6, F8, A
8C, 5C, F8, B
97, 53, F8, C
7E, BF, F8, D
E, 4A, F8, E
89, 5A, F8, F
CD, 47, F8, 10
6E, EF, F8, 11
