R1, R2, C1, C2
8C, F6, F8, 12
9D, 52, F8, 13
76, BF, F8, 14
4E, 3, F8, 15
8B, 13, F8, 16
A1, 5E, F8, 17
7E, 9E, F8, 18
F, 2F, F8, 19
83, CD, F8, 1A
E1, 52, F8, 1B
6E, C0, F8, 1C
8D, B, F8, 1D
90, 4D, F8, 1E
76, A9, F8, 1F
4F, B0, F8, 20
86, C6, F8, 21
CB, 49, F8, 22
7E, FD, F8, 23
C, F4, F8, 24
9C, 40, F8, 25
15, 5D, F8, 26
6E, 21, F8, 27
8B, A0, F8, 28
A7, 38, F8, 29
76, EB, F8, 2A
4F, 9D, F8, 2B
85, FD, F8, 2C
D5, 34, F8, 2D
7E, 98, F8, 2E
C, 39, F8, 2F
96, BB, F8, 30
49, 28, F8, 31
6E, 2, F8, 32
88, B5, F8, 33
BA, 33, F8, 34
76, F9, F8, 35
4F, 7A, F8, 36
83, 30, F8, 37
FF, 3F, F8, 38
7E, A3, F8, 39
D, 7E, F8, 3A
93, 2E, F8, 3B
7D, 33, F8, 3C
6E, 23, F8, 3D
89, A, F8, 3E
B1, 2E, F8, 3F
76, 97, F8, 40
4C, D7, F8, 41
9E, 67, F8, 42
9, 2A, F8, 43
7E, 52, F8, 44
A, 83, F8, 45
AD, A1, F8, 46
91, 3F, F8, 47
6F, FC, F8, 48
87, DF, F8, 49
C4, 19, F8, 4A
76, A9, F8, 4B
4C, 84, F8, 4C
9D, 9A, F8, 4D
13, 15, F8, 4E
7E, 79, F8, 4F
B, E8, F8, 50
A6, 14, F8, 51
C5, 8, F8, 52
6F, A5, F8, 53
84, 74, F8, 54
DB, 14, F8, 55
76, BB, F8, 56
4C, 51, F8, 57
98, D1, F8, 58
3D, 0, F8, 59
7E, 44, F8, 5A
B, 4D, F8, 5B
A0, 8F, F8, 5C
F9, 15, F8, 5D
6F, 8E, F8, 5E
85, 9, F8, 5F
EE, F, F8, 60
76, 99, F8, 61
4D, EE, F8, 62
96, 4, F8, 63
47, B, F8, 64
7E, 37, F8, 65
8, 92, F8, 66
BD, 2, F8, 67
2D, 1E, F8, 68
6F, A7, F8, 69
83, 5E, F8, 6A
E5, FA, F8, 6B
76, 6F, F8, 6C
4D, 6B, F8, 6D
95, BB, F8, 6E
51, F6, F8, 6F
7E, E6, F8, 70
9, 17, F8, 71
B7, 75, F8, 72
41, EB, F8, 73
6F, D8, F8, 74
80, B3, F8, 75
F8, F5, F8, 76
76, 79, F8, 77
4D, C8, F8, 78
90, 6E, F8, 79
7B, E1, F8, 7A
7E, E5, F8, 7B
9, DC, F8, 7C
B0, E8, F8, 7D
75, F4, F8, 7E
6F, E9, F8, 7F
9E, 8, F8, 80
F, E0, F8, 81
76, 9B, F8, 82
4A, 5, F8, 83
AF, 25, F8, 84
85, ED, F8, 85
7F, 10, F8, 86
6, 61, F8, 87
CA, 63, F8, 88
A9, C2, F8, 89
6C, A, F8, 8A
9F, 5D, F8, 8B
2, DB, F8, 8C
76, A9, F8, 8D
4A, 52, F8, 8E
AD, D8, F8, 8F
AF, D6, F8, 90
7F, B, F8, 91
7, 6, F8, 92
C7, D6, F8, 93
DD, C9, F8, 94
6C, 7B, F8, 95
9C, F2, F8, 96
19, D6, F8, 97
76, B7, F8, 98
12, 0, F8, 99
A8, 8F, F8, 9A
B9, C3, F8, 9B
7F, A, F8, 9C
7, EB, F8, 9D
C1, 49, F8, 9E
F1, D4, F8, 9F
6C, B4, F8, A0
9A, 7, F8, A1
2C, C1, F8, A2
76, 99, F8, A3
4B, 1C, F8, A4
A7, 42, F8, A5
C3, CC, F8, A6
7F, 71, F8, A7
4, B0, F8, A8
DA, BC, F8, A9
25, A3, F8, AA
6C, ED, F8, AB
9B, DC, F8, AC
23, BC, F8, AD
76, EB, F8, AE
4B, 39, F8, AF
A2, 79, F8, B0
ED, B9, F8, B1
7F, 2C, F8, B2
5, 75, F8, B3
D4, 37, F8, B4
59, AE, F8, B5
6C, 96, F8, B6
98, B1, F8, B7
36, B7, F8, B8
76, E9, F8, B9
4B, 86, F8, BA
A0, AC, F8, BB
F7, A2, F8, BC
7F, 2F, F8, BD
5, BA, F8, BE
D1, AA, F8, BF
8D, B4, F8, C0
6D, 5F, F8, C1
96, 6, F8, C2
4D, A2, F8, C3
76, 9F, F8, C4
48, 73, F8, C5
BF, E3, F8, C6
1, AF, F8, C7
7F, CE, F8, C8
2, FF, F8, C9
EB, 1D, F8, CA
A1, 81, F8, CB
6D, 50, F8, CC
97, DB, F8, CD
40, 9D, F8, CE
76, A9, F8, CF
48, E0, F8, D0
BA, 16, F8, D1
2B, 98, F8, D2
7F, CD, F8, D3
3, 24, F8, D4
E4, 90, F8, D5
D5, 8E, F8, D6
6D, 31, F8, D7
95, 70, F8, D8
57, 88, F8, D9
76, AB, F8, DA
48, AD, F8, DB
B9, 4D, F8, DC
35, 85, F8, DD
7F, C8, F8, DE
3, 89, F8, DF
FE, B, F8, E0
9, 9B, F8, E1
6D, F2, F8, E2
92, 5, F8, E3
6A, 83, F8, E4
76, 99, F8, E5
49, 4A, F8, E6
B7, 80, F8, E7
5F, 8E, F8, E8
7F, 53, F8, E9
0, 2E, F8, EA
FB, 7E, F8, EB
3D, 60, F8, EC
6D, 33, F8, ED
93, 5A, F8, EE
61, 7E, F8, EF
76, 77, F8, F0
49, 7, F8, F1
B2, 37, F8, F2
69, 7B, F8, F3
7F, 62, F8, F4
1, D3, F8, F5
F5, F1, F8, F6
51, 6D, F8, F7
6D, 6C, F8, F8
91, AF, F8, F9
74, 69, F8, FA
76, 69, F8, FB
49, 74, F8, FC
B1, EA, F8, FD
73, 64, F8, FE
7F, 69, F8, FF
F, EB, F9, 0
88, 7C, F9, 1
6B, 92, F9, 2
AF, E5, F9, 3
8B, 62, F9, 4
76, 99, F9, 5
47, AA, F9, 6
CE, 60, F9, 7
9E, 6D, F9, 8
7D, B3, F9, 9
1F, E, F9, A
A, 5E, F9, B
BC, 47, F9, C
6B, 93, F9, D
AE, 7A, F9, E
80, 5F, F9, F
76, B7, F9, 10
47, 27, F9, 11
CB, 17, F9, 12
A8, 58, F9, 13
7D, 82, F9, 14
1E, F3, F9, 15
4, D1, F9, 16
D0, 4A, F9, 17
6B, CC, F9, 18
AC, 8F, F9, 19
95, 48, F9, 1A
76, A9, F9, 1B
47, 54, F9, 1C
C8, CA, F9, 1D
B2, 47, F9, 1E
7D, 89, F9, 1F
1D, B8, F9, 20
1F, 44, F9, 21
4, 5D, F9, 22
6B, 35, F9, 23
AB, 24, F9, 24
AA, 45, F9, 25
76, 9B, F9, 26
46, 81, F9, 27
C5, 81, F9, 28
DC, 32, F9, 29
7D, 94, F9, 2A
1D, 7D, F9, 2B
19, BF, F9, 2C
38, 20, F9, 2D
6B, 7E, F9, 2E
AA, 39, F9, 2F
BF, 3E, F9, 30
76, F9, F9, 31
46, 5E, F9, 32
C3, 34, F9, 33
E6, 39, F9, 34
7D, A7, F9, 35
1C, A2, F9, 36
14, 32, F9, 37
6C, 2B, F9, 38
6B, 37, F9, 39
A8, 8E, F9, 3A
B4, 2B, F9, 3B
76, EF, F9, 3C
46, 3B, F9, 3D
C0, 6B, F9, 3E
F0, 24, F9, 3F
7D, 56, F9, 40
1B, C7, F9, 41
2E, A5, F9, 42
80, 3F, F9, 43
6A, C8, F9, 44
A7, 63, F9, 45
C9, 24, F9, 46
76, 99, F9, 47
45, 98, F9, 48
DD, 9E, F9, 49
1A, 13, F9, 4A
7D, 75, F9, 4B
1B, 2C, F9, 4C
29, 18, F9, 4D
B4, 0, F9, 4E
6A, D9, F9, 4F
A5, F8, F9, 50
DE, 11, F9, 51
76, BB, F9, 52
45, 75, F9, 53
DA, D5, F9, 54
24, 1E, F9, 55
7D, 40, F9, 56
1A, 91, F9, 57
23, 93, F9, 58
E8, 15, F9, 59
6A, 9A, F9, 5A
A4, 8D, F9, 5B
D3, A, F9, 5C
76, A9, F9, 5D
45, 2, F9, 5E
D8, 8, F9, 5F
4E, 5, F9, 60
7D, 3B, F9, 61
19, D6, F9, 62
3E, 6, F9, 63
1C, 1E, F9, 64
6A, 6B, F9, 65
A3, 22, F9, 66
E8, 7, F9, 67
76, 97, F9, 68
44, 4F, F9, 69
D5, BF, F9, 6A
58, F0, F9, 6B
7D, DA, F9, 6C
19, DB, F9, 6D
38, 79, F9, 6E
30, E3, F9, 6F
6A, C4, F9, 70
A1, 37, F9, 71
FD, F0, F9, 72
76, 79, F9, 73
44, AC, F9, 74
D2, 72, F9, 75
2A, 0, F9, 76
7D, E1, F9, 77
18, 80, F9, 78
33, EC, F9, 79
64, F4, F9, 7A
6A, FD, F9, 7B
A0, 8C, F9, 7C
F2, ED, F9, 7D
76, 6B, F9, 7E
44, E9, F9, 7F
EF, 29, F9, 80
8C, EB, F9, 81
7C, 1C, F9, 82
17, 25, F9, 83
4D, 67, F9, 84
98, FA, F9, 85
69, 6, F9, 86
BF, E1, F9, 87
7, E6, F9, 88
76, A9, F9, 89
43, 76, F9, 8A
ED, DC, F9, 8B
96, D0, F9, 8C
7C, 3F, F9, 8D
17, CA, F9, 8E
48, DA, F9, 8F
CC, C1, F9, 90
69, 6F, F9, 91
BD, 76, F9, 92
1C, D3, F9, 93
76, BF, F9, 94
43, 83, F9, 95
EA, 93, F9, 96
A0, DD, F9, 97
7C, 1E, F9, 98
16, AF, F9, 99
42, 4D, F9, 9A
E0, D4, F9, 9B
69, 40, F9, 9C
BC, 8B, F9, 9D
11, CC, F9, 9E
76, A9, F9, 9F
42, 30, F9, A0
E7, 46, F9, A1
CA, CA, F9, A2
7C, 7D, F9, A3
15, 74, F9, A4
5D, C0, F9, A5
14, DB, F9, A6
69, A1, F9, A7
BA, 20, F9, A8
26, B9, F9, A9
76, EB, F9, AA
42, 1D, F9, AB
E4, 7D, F9, AC
D4, B7, F9, AD
7C, 18, F9, AE
15, B9, F9, AF
57, 3B, F9, B0
48, AE, F9, B1
69, 82, F9, B2
B9, 35, F9, B3
3B, B2, F9, B4
76, F9, F9, B5
42, FA, F9, B6
E2, B0, F9, B7
FE, BC, F9, B8
7C, 23, F9, B9
14, FE, F9, BA
52, AE, F9, BB
7C, B5, F9, BC
69, A3, F9, BD
B8, 8A, F9, BE
30, AF, F9, BF
76, 97, F9, C0
41, 57, F9, C1
FF, E7, F9, C2
8, A9, F9, C3
7C, D2, F9, C4
13, 3, F9, C5
6C, 21, F9, C6
90, B9, F9, C7
68, 7C, F9, C8
B6, 5F, F9, C9
45, 98, F9, CA
76, A9, F9, CB
41, 4, F9, CC
FC, 1A, F9, CD
12, 96, F9, CE
7C, F9, F9, CF
12, 68, F9, D0
67, 94, F9, D1
C4, 8E, F9, D2
68, 25, F9, D3
B5, F4, F9, D4
5A, 95, F9, D5
76, BB, F9, D6
41, D1, F9, D7
F9, 51, F9, D8
3C, 83, F9, D9
7C, C4, F9, DA
12, CD, F9, DB
61, F, F9, DC
F8, 93, F9, DD
68, E, F9, DE
B4, 89, F9, DF
6F, 8E, F9, E0
76, 99, F9, E1
40, 6E, F9, E2
F7, 84, F9, E3
46, 88, F9, E4
7C, B7, F9, E5
11, 12, F9, E6
7C, 82, F9, E7
2C, 98, F9, E8
68, 27, F9, E9
B2, DE, F9, EA
64, 7B, F9, EB
76, 6F, F9, EC
40, EB, F9, ED
F4, 3B, F9, EE
50, 75, F9, EF
7C, 66, F9, F0
10, 97, F9, F1
76, F5, F9, F2
40, 6D, F9, F3
68, 58, F9, F4
B1, 33, F9, F5
79, 74, F9, F6
76, 79, F9, F7
40, 48, F9, F8
F1, EE, F9, F9
7A, 62, F9, FA
7C, 65, F9, FB
10, 5C, F9, FC
71, 68, F9, FD
74, 72, F9, FE
68, 69, F9, FF
90, 6D, FA, 0
6A, 99, FA, 1
40, 8E, FA, 2
10, 64, FA, 3
99, 6F, FA, 4
64, 97, FA, 5
30, F2, FA, 6
93, 63, FA, 7
B3, 77, FA, 8
78, 87, FA, 9
D1, FE, FA, A
9B, 58, FA, B
6A, AF, FA, C
40, CB, FA, D
13, 1B, FA, E
8F, 52, FA, F
64, 86, FA, 10
31, B7, FA, 11
99, D4, FA, 12
DF, 42, FA, 13
78, F8, FA, 14
D2, 13, FA, 15
86, 57, FA, 16
6A, B9, FA, 17
40, 68, FA, 18
16, CE, FA, 19
A5, 45, FA, 1A
64, 85, FA, 1B
31, 7C, FA, 1C
9E, 49, FA, 1D
EB, 5D, FA, 1E
78, C9, FA, 1F
D4, A8, FA, 20
B1, 42, FA, 21
6A, 9B, FA, 22
41, A5, FA, 23
19, 85, FA, 24
DB, 48, FA, 25
64, F0, FA, 26
32, C1, FA, 27
84, C2, FA, 28
37, 28, FA, 29
78, 6A, FA, 2A
D5, BD, FA, 2B
BC, 39, FA, 2C
6A, E9, FA, 2D
41, B2, FA, 2E
1B, 38, FA, 2F
F1, 33, FA, 30
64, AB, FA, 31
33, E6, FA, 32
89, 37, FA, 33
43, 23, FA, 34
78, 1B, FA, 35
D6, 12, FA, 36
A7, 34, FA, 37
6A, F7, FA, 38
41, 1F, FA, 39
1E, 6F, FA, 3A
E7, 26, FA, 3B
64, AA, FA, 3C
33, B, FA, 3D
8F, A8, FA, 3E
6F, 3E, FA, 3F
79, D4, FA, 40
D8, E7, FA, 41
D2, 23, FA, 42
6A, 99, FA, 43
42, FC, FA, 44
1, A2, FA, 45
1D, 29, FA, 46
64, 51, FA, 47
34, 50, FA, 48
B4, 1D, FA, 49
BB, 8, FA, 4A
79, CD, FA, 4B
D9, 7C, FA, 4C
DD, 1E, FA, 4D
6A, AB, FA, 4E
42, 99, FA, 4F
4, D9, FA, 50
33, 1C, FA, 51
64, 4C, FA, 52
35, D5, FA, 53
BA, 96, FA, 54
C7, 5, FA, 55
79, B6, FA, 56
DA, 11, FA, 57
C8, 15, FA, 58
6A, A9, FA, 59
42, 26, FA, 5A
6, C, FA, 5B
29, 7, FA, 5C
64, 4F, FA, 5D
35, 1A, FA, 5E
BF, B, FA, 5F
13, 1E, FA, 60
79, 7F, FA, 61
DC, A6, FA, 62
F3, 0, FA, 63
6A, 9F, FA, 64
43, D3, FA, 65
9, 43, FA, 66
5F, A, FA, 67
64, 2E, FA, 68
36, 9F, FA, 69
A5, 7C, FA, 6A
3F, EB, FA, 6B
79, B0, FA, 6C
DD, BB, FA, 6D
C6, 0, FA, 6E
6A, 69, FA, 6F
43, 80, FA, 70
C, 76, FA, 71
75, FD, FA, 72
64, ED, FA, 73
37, 44, FA, 74
AA, F1, FA, 75
4B, E4, FA, 76
79, D1, FA, 77
DF, 10, FA, 78
E9, EA, FA, 79
6A, 6B, FA, 7A
43, CD, FA, 7B
F, 2D, FA, 7C
6B, E0, FA, 7D
64, E8, FA, 7E
37, E9, FA, 7F
D0, 6A, FA, 80
97, F2, FA, 81
7A, 12, FA, 82
C0, 65, FA, 83
14, E1, FA, 84
6A, 99, FA, 85
44, 2A, FA, 86
31, E0, FA, 87
81, EA, FA, 88
65, 33, FA, 89
38, 8E, FA, 8A
D5, DF, FA, 8B
A3, C9, FA, 8C
7A, 13, FA, 8D
C1, FA, FA, 8E
1F, DC, FA, 8F
6A, B7, FA, 90
44, A7, FA, 91
34, 97, FA, 92
B7, DF, FA, 93
65, 2, FA, 94
39, 73, FA, 95
DB, 50, FA, 96
CF, C4, FA, 97
7A, 4C, FA, 98
C3, F, FA, 99
A, CB, FA, 9A
6A, A9, FA, 9B
44, D4, FA, 9C
37, 4A, FA, 9D
AD, C0, FA, 9E
65, 9, FA, 9F
3A, 38, FA, A0
C0, C5, FA, A1
1B, D3, FA, A2
7A, B5, FA, A3
C4, A4, FA, A4
35, C6, FA, A5
6A, 9B, FA, A6
45, 1, FA, A7
3A, 1, FA, A8
C3, B5, FA, A9
65, 14, FA, AA
3A, FD, FA, AB
C6, 3E, FA, AC
27, AE, FA, AD
7A, FE, FA, AE
C5, B9, FA, AF
20, BD, FA, B0
6A, F9, FA, B1
45, DE, FA, B2
3C, B4, FA, B3
F9, BE, FA, B4
65, 27, FA, B5
3B, 22, FA, B6
CB, B3, FA, B7
73, A5, FA, B8
7A, B7, FA, B9
C7, E, FA, BA
2B, A8, FA, BB
6A, EF, FA, BC
45, BB, FA, BD
3F, EB, FA, BE
EF, A3, FA, BF
65, D6, FA, C0
3C, 47, FA, C1
F1, 24, FA, C2
9F, B1, FA, C3
7B, 48, FA, C4
C8, E3, FA, C5
56, A7, FA, C6
6A, 99, FA, C7
46, 18, FA, C8
22, 1E, FA, C9
5, 94, FA, CA
65, F5, FA, CB
3C, AC, FA, CC
F6, 99, FA, CD
AB, 8E, FA, CE
7B, 59, FA, CF
CA, 78, FA, D0
41, 92, FA, D1
6A, BB, FA, D2
46, F5, FA, D3
25, 55, FA, D4
3B, 99, FA, D5
65, C0, FA, D6
3D, 11, FA, D7
FC, 12, FA, D8
F7, 9B, FA, D9
7B, 1A, FA, DA
CB, D, FA, DB
4C, 89, FA, DC
6A, A9, FA, DD
46, 82, FA, DE
27, 88, FA, DF
51, 82, FA, E0
65, BB, FA, E1
3E, 56, FA, E2
E1, 87, FA, E3
3, 90, FA, E4
7B, EB, FA, E5
CC, A2, FA, E6
77, 84, FA, E7
6A, 97, FA, E8
47, CF, FA, E9
2A, 3F, FA, EA
47, 77, FA, EB
65, 5A, FA, EC
3E, 5B, FA, ED
E7, F8, FA, EE
2F, 6D, FA, EF
7B, 44, FA, F0
CE, B7, FA, F1
62, 73, FA, F2
6A, 79, FA, F3
47, 2C, FA, F4
2D, F2, FA, F5
7D, 78, FA, F6
65, 61, FA, F7
3F, 0, FA, F8
EC, 6D, FA, F9
7B, 7A, FA, FA
7B, 7D, FA, FB
CF, C, FA, FC
6D, 6E, FA, FD
6A, 6B, FA, FE
47, 69, FA, FF
90, 61, FB, 0
67, 9B, FB, 1
21, B6, FB, 2
10, 67, FB, 3
82, 77, FB, 4
7D, 8B, FB, 5
F1, 42, FB, 6
96, 65, FB, 7
6A, 97, FB, 8
49, EF, FB, 9
53, 1F, FB, A
86, 54, FB, B
67, BA, FB, C
21, 7B, FB, D
16, D8, FB, E
AE, 4A, FB, F
7D, E4, FB, 10
F3, 97, FB, 11
83, 52, FB, 12
6A, B9, FB, 13
49, C, FB, 14
54, D2, FB, 15
BC, 5B, FB, 16
67, 81, FB, 17
20, 20, FB, 18
1D, 4D, FB, 19
FA, 5D, FB, 1A
7D, DD, FB, 1B
F2, 2C, FB, 1C
8C, 4F, FB, 1D
6A, AB, FB, 1E
49, 49, FB, 1F
59, 89, FB, 20
D2, 4E, FB, 21
67, FC, FB, 22
23, 85, FB, 23
3, C6, FB, 24
6, 50, FB, 25
7D, 26, FB, 26
F5, 41, FB, 27
B9, 44, FB, 28
6A, E9, FB, 29
48, 96, FB, 2A
5B, 3C, FB, 2B
C8, 35, FB, 2C
67, 9F, FB, 2D
23, 2A, FB, 2E
6, 3B, FB, 2F
52, 2B, FB, 30
7D, F, FB, 31
F7, 96, FB, 32
A2, 31, FB, 33
32, 0, FB, 34
48, 63, FB, 35
5C, 73, FB, 36
FE, 38, FB, 37
67, BE, FB, 38
22, 4F, FB, 39
C, AC, FB, 3A
7E, 3E, FB, 3B
7D, 20, FB, 3C
F6, 6B, FB, 3D
AF, 2E, FB, 3E
6A, E9, FB, 3F
4B, D0, FB, 40
41, A6, FB, 41
14, 2F, FB, 42
67, 5D, FB, 43
25, 94, FB, 44
33, 21, FB, 45
8A, 30, FB, 46
7C, C1, FB, 47
F8, C0, FB, 48
D8, 1B, FB, 49
6A, AB, FB, 4A
4B, BD, FB, 4B
42, DD, FB, 4C
A, 12, FB, 4D
67, 78, FB, 4E
25, 19, FB, 4F
39, 9A, FB, 50
D6, 5, FB, 51
7C, A2, FB, 52
FB, 95, FB, 53
C5, 10, FB, 54
6A, B9, FB, 55
4B, 5A, FB, 56
44, 10, FB, 57
20, 19, FB, 58
67, 43, FB, 59
24, 5E, FB, 5A
3C, F, FB, 5B
E2, 1E, FB, 5C
7C, 83, FB, 5D
FA, 2A, FB, 5E
CE, D, FB, 5F
6A, 97, FB, 60
4A, F7, FB, 61
49, 47, FB, 62
56, C, FB, 63
67, 32, FB, 64
27, A3, FB, 65
22, 80, FB, 66
E, 13, FB, 67
7C, 5C, FB, 68
FC, 3F, FB, 69
FB, FA, FB, 6A
6A, 69, FB, 6B
4A, 64, FB, 6C
4A, 7A, FB, 6D
4C, F3, FB, 6E
67, D9, FB, 6F
26, 8, FB, 70
29, F5, FB, 71
5A, E4, FB, 72
7C, C5, FB, 73
FF, 94, FB, 74
E4, F7, FB, 75
6A, 7B, FB, 76
4A, B1, FB, 77
4F, 31, FB, 78
62, E6, FB, 79
67, E4, FB, 7A
26, AD, FB, 7B
2F, 6E, FB, 7C
66, F9, FB, 7D
7C, EE, FB, 7E
FE, E9, FB, 7F
11, EC, FB, 80
6A, 99, FB, 81
4D, E, FB, 82
71, E4, FB, 83
98, EC, FB, 84
66, 17, FB, 85
29, 72, FB, 86
52, E3, FB, 87
B2, F1, FB, 88
7F, 7, FB, 89
E0, 7E, FB, 8A
1A, D9, FB, 8B
6A, AF, FB, 8C
4D, 4B, FB, 8D
72, 9B, FB, 8E
8E, D1, FB, 8F
66, 6, FB, 90
28, 37, FB, 91
58, 54, FB, 92
DE, C4, FB, 93
7F, 78, FB, 94
E3, 93, FB, 95
7, D6, FB, 96
6A, B9, FB, 97
4D, E8, FB, 98
77, 4E, FB, 99
A4, C6, FB, 9A
66, 5, FB, 9B
28, FC, FB, 9C
5F, C9, FB, 9D
EA, DB, FB, 9E
7F, 49, FB, 9F
E5, 28, FB, A0
30, C3, FB, A1
6A, 9B, FB, A2
4C, 25, FB, A3
78, 5, FB, A4
DA, CB, FB, A5
66, 70, FB, A6
2B, 41, FB, A7
45, 42, FB, A8
36, AE, FB, A9
7F, EA, FB, AA
E4, 3D, FB, AB
3D, B8, FB, AC
6A, E9, FB, AD
4C, 32, FB, AE
7A, B8, FB, AF
F0, B0, FB, B0
66, 2B, FB, B1
2A, 66, FB, B2
48, B7, FB, B3
42, A5, FB, B4
7F, 9B, FB, B5
E7, 92, FB, B6
26, B5, FB, B7
6A, F7, FB, B8
4C, 9F, FB, B9
7F, EF, FB, BA
E6, A5, FB, BB
66, 2A, FB, BC
2A, 8B, FB, BD
4E, 28, FB, BE
6E, B8, FB, BF
7E, 54, FB, C0
E9, 67, FB, C1
53, A2, FB, C2
6A, 99, FB, C3
4F, 7C, FB, C4
60, 22, FB, C5
1C, AA, FB, C6
66, D1, FB, C7
2D, D0, FB, C8
75, 9D, FB, C9
BA, 8E, FB, CA
7E, 4D, FB, CB
E8, FC, FB, CC
5C, 9F, FB, CD
6A, AB, FB, CE
4F, 19, FB, CF
65, 59, FB, D0
32, 9F, FB, D1
66, CC, FB, D2
2C, 55, FB, D3
7B, 16, FB, D4
C6, 83, FB, D5
7E, 36, FB, D6
EB, 91, FB, D7
49, 94, FB, D8
6A, A9, FB, D9
4F, A6, FB, DA
67, 8C, FB, DB
28, 84, FB, DC
66, CF, FB, DD
2C, 9A, FB, DE
7E, 8B, FB, DF
12, 98, FB, E0
46, 0, FB, E1
ED, 26, FB, E2
72, 81, FB, E3
6A, 9F, FB, E4
4E, 53, FB, E5
68, C3, FB, E6
5E, 89, FB, E7
66, AE, FB, E8
2F, 1F, FB, E9
64, FC, FB, EA
3E, 6D, FB, EB
7E, 30, FB, EC
EC, 3B, FB, ED
7F, 7E, FB, EE
6A, 69, FB, EF
4E, 0, FB, F0
6D, F6, FB, F1
74, 7E, FB, F2
66, 6D, FB, F3
2E, C4, FB, F4
6B, 71, FB, F5
4A, 62, FB, F6
7E, 51, FB, F7
EE, 90, FB, F8
68, 6B, FB, F9
6A, 6B, FB, FA
4E, 4D, FB, FB
6E, AD, FB, FC
6A, 63, FB, FD
66, 68, FB, FE
2E, 69, FB, FF
91, 67, FC, 0
62, 9F, FC, 1
12, C6, FC, 2
91, 66, FC, 3
6E, 9F, FC, 4
72, B3, FC, 5
93, 22, FC, 6
9D, 66, FC, 7
6A, 8E, FC, 8
52, 3F, FC, 9
97, DF, FC, A
BD, 52, FC, B
62, 90, FC, C
13, 1B, FC, D
9C, 59, FC, E
6E, A9, FC, F
72, 20, FC, 10
96, D7, FC, 11
B7, 51, FC, 12
6A, 8D, FC, 13
53, E4, FC, 14
98, 52, FC, 15
C9, 5D, FC, 16
62, F1, FC, 17
11, B0, FC, 18
8B, 4C, FC, 19
6E, AB, FC, 1A
72, 6D, FC, 1B
95, 8C, FC, 1C
A9, 4C, FC, 1D
6A, 88, FC, 1E
53, 49, FC, 1F
82, C9, FC, 20
15, 48, FC, 21
62, 32, FC, 22
16, C5, FC, 23
B6, 47, FC, 24
6E, 99, FC, 25
73, 8A, FC, 26
9B, 41, FC, 27
C3, 47, FC, 28
6A, 93, FC, 29
50, 6E, FC, 2A
87, 3C, FC, 2B
21, 33, FC, 2C
62, 73, FC, 2D
17, 1A, FC, 2E
BD, 3A, FC, 2F
6E, F7, FC, 30
73, 47, FC, 31
9E, 76, FC, 32
F5, 32, FC, 33
6A, A2, FC, 34
51, 93, FC, 35
89, B3, FC, 36
4D, 3E, FC, 37
62, 2C, FC, 38
15, EF, FC, 39
A8, 2D, FC, 3A
6E, E9, FC, 3B
73, 34, FC, 3C
9D, AB, FC, 3D
EF, 2D, FC, 3E
6A, A9, FC, 3F
56, D8, FC, 40
B2, 26, FC, 41
99, 28, FC, 42
63, D5, FC, 43
1A, 44, FC, 44
D7, 20, FC, 45
6E, 9B, FC, 46
70, E1, FC, 47
80, E0, FC, 48
1, 18, FC, 49
6A, 74, FC, 4A
56, 5D, FC, 4B
B4, 9D, FC, 4C
A5, 15, FC, 4D
63, DE, FC, 4E
1B, 19, FC, 4F
C2, 1B, FC, 50
6E, B9, FC, 51
70, 7E, FC, 52
86, 15, FC, 53
3B, 13, FC, 54
6A, 47, FC, 55
57, 82, FC, 56
B9, 10, FC, 57
F1, 1E, FC, 58
63, 97, FC, 59
19, AE, FC, 5A
C9, E, FC, 5B
6E, AF, FC, 5C
70, 1B, FC, 5D
85, 4A, FC, 5E
2D, E, FC, 5F
6A, 36, FC, 60
54, E7, FC, 61
A3, 87, FC, 62
1D, B, FC, 63
63, 68, FC, 64
1E, 43, FC, 65
F4, 1, FC, 66
6E, 99, FC, 67
71, B8, FC, 68
88, 7F, FC, 69
47, F9, FC, 6A
6A, D5, FC, 6B
54, CC, FC, 6C
A4, FA, FC, 6D
29, F4, FC, 6E
63, B9, FC, 6F
1C, 18, FC, 70
E3, F4, FC, 71
6E, 7B, FC, 72
71, 95, FC, 73
8F, 34, FC, 74
79, F4, FC, 75
6A, E0, FC, 76
55, 71, FC, 77
AE, 71, FC, 78
75, E1, FC, 79
63, FA, FC, 7A
1D, 6D, FC, 7B
EE, EF, FC, 7C
6E, 69, FC, 7D
71, E2, FC, 7E
8D, E9, FC, 7F
93, EE, FC, 80
6B, 1B, FC, 81
5A, 36, FC, 82
D3, E4, FC, 83
81, E9, FC, 84
60, B, FC, 85
2, C2, FC, 86
15, E2, FC, 87
6E, 97, FC, 88
76, 6F, FC, 89
B0, 9E, FC, 8A
85, DB, FC, 8B
6B, 3A, FC, 8C
5A, FB, FC, 8D
D5, 5B, FC, 8E
AD, D4, FC, 8F
60, 64, FC, 90
0, 17, FC, 91
0, D5, FC, 92
6E, B9, FC, 93
76, 8C, FC, 94
B7, 53, FC, 95
BF, D4, FC, 96
6B, 1, FC, 97
5B, A0, FC, 98
DE, CE, FC, 99
F9, C3, FC, 9A
60, 5D, FC, 9B
1, AC, FC, 9C
F, C8, FC, 9D
6E, AB, FC, 9E
76, C9, FC, 9F
BA, 8, FC, A0
D1, C1, FC, A1
6B, 7C, FC, A2
58, 5, FC, A3
